id,lineage,sequence_length
"""MZ315450""","""P.1.13""",59794
"""MZ256652""","""P.1.13""",59780
"""MZ101699""","""P.1.13""",59780
"""MZ166325""","""P.1.13""",59780
"""MZ069010""","""P.1.13""",59762
"""MZ155561""","""P.1.13""",59762
"""MZ538607""","""P.1.13""",59590
"""MZ194844""","""P.1.13""",59780
"""MZ290849""","""P.1.13""",59780
"""MZ179876""","""P.1.13""",59780
"""MZ286755""","""P.1.13""",59780
"""MZ058126""","""P.1.13""",59780
"""MZ076977""","""P.1.13""",59780
"""MZ354159""","""P.1.13""",59762
"""MZ579458""","""P.1.13""",59780
"""MZ035463""","""P.1.13""",59780
"""MZ068545""","""P.1.13""",59762
"""MZ316088""","""P.1.13""",59780
"""MZ149762""","""P.1.13""",59762
"""MZ035049""","""P.1.13""",59762
"""MZ237283""","""P.1.13""",59780
"""MZ472208""","""P.1.13""",59780
"""MW869216""","""P.1.13""",59780
"""MZ077779""","""P.1.13""",59732
"""MZ539066""","""P.1.13""",59780
"""MZ308090""","""P.1.13""",59762
"""MZ539271""","""P.1.13""",59780
"""MZ378572""","""P.1.13""",59780
"""MZ182787""","""P.1.13""",59688
"""MZ277986""","""P.1.13""",59780
"""MZ207377""","""P.1.13""",59780
"""MZ256831""","""P.1.13""",59780
"""MZ553944""","""P.1.13""",59780
"""MZ149711""","""P.1.13""",59780
"""MZ149878""","""P.1.13""",59780
"""MZ239446""","""P.1.13""",59780
"""MZ983982""","""P.1.13""",59762
"""MZ160340""","""P.1.13""",59762
"""MZ354367""","""P.1.13""",59780
"""OM247970""","""P.1.13""",59762
"""MZ284413""","""P.1.13""",59780
"""OL543644""","""P.1.13""",59762
"""MZ038922""","""P.1.13""",59762
"""MZ214583""","""P.1.13""",59780
"""OM251066""","""P.1.13""",59762
"""MZ278879""","""P.1.13""",59780
"""MZ983992""","""P.1.13""",59780
"""MZ217856""","""P.1.13""",59780
"""MZ315994""","""P.1.13""",59762
"""MZ280528""","""P.1.13""",59762
"""MZ278649""","""P.1.13""",59780
"""MZ283954""","""P.1.13""",59780
"""MZ237088""","""P.1.13""",59780
"""MZ101678""","""P.1.13""",59780
"""MZ282071""","""P.1.13""",59792
"""MW877128""","""P.1.13""",59780
"""MZ075263""","""P.1.13""",59762
"""MZ337584""","""P.1.13""",59756
"""MZ385818""","""P.1.13""",59780
"""MZ320155""","""P.1.13""",59780
"""MZ210668""","""P.1.13""",59780
"""OK292142""","""P.1.13""",59762
"""MZ188695""","""P.1.13""",59794
"""MZ876775""","""P.1.13""",59762
"""OM486549""","""P.1.13""",59780
"""MZ101505""","""P.1.13""",59762
"""MW913191""","""P.1.13""",59772
"""MZ037095""","""P.1.13""",59780
"""MZ278516""","""P.1.13""",59772
"""OL538887""","""P.1.13""",59772
"""MZ001755""","""P.1.13""",59780
"""MZ241078""","""P.1.13""",59780
"""MZ102140""","""P.1.13""",59548
"""MW990647""","""P.1.13""",59806
"""MZ058010""","""P.1.13""",59780
"""MZ181170""","""P.1.13""",59764
"""OL538859""","""P.1.13""",59794
"""MZ071703""","""P.1.13""",59780
"""MZ367627""","""P.1.13""",59772
"""MZ280923""","""P.1.13""",59772
"""MZ239947""","""P.1.13""",59792
"""MZ101786""","""P.1.13""",59794
"""MZ311226""","""P.1.13""",59772
"""MW844886""","""P.1.13""",59780
"""MZ256584""","""P.1.13""",59780
"""MZ256550""","""P.1.13""",59774
"""MZ268306""","""P.1.13""",59772
"""MZ278193""","""P.1.13""",59794
"""MZ195646""","""P.1.13""",59794
"""MZ074848""","""P.1.13""",59750
"""MZ272730""","""P.1.13""",59772
"""MZ316303""","""P.1.13""",59780
"""MZ180286""","""P.1.13""",59762
"""MZ317164""","""P.1.13""",59762
"""MZ643956""","""P.1.13""",59762
"""OK246838""","""P.1.13""",59750
"""MZ192446""","""P.1.13""",59762
"""MZ415956""","""P.1.13""",59780
"""MZ554222""","""P.1.13""",59792
"""MZ068677""","""P.1.13""",59724
"""MZ331244""","""P.1.13""",59802
"""MZ311478""","""P.1.13""",59780
"""MZ183957""","""P.1.13""",59780
"""MZ414314""","""P.1.13""",59734
"""MZ356653""","""P.1.13""",59792
"""MZ252104""","""P.1.13""",59728
"""MZ053491""","""P.1.13""",59780
"""MZ032849""","""P.1.13""",59790
"""OK246950""","""P.1.13""",59734
"""MZ252545""","""P.1.13""",59780
"""MZ255063""","""P.1.13""",59526
"""MZ101917""","""P.1.13""",59780
"""MZ291308""","""P.1.13""",59710
"""MZ086623""","""P.1.13""",59712
"""MZ717742""","""P.1.13""",59646
"""MZ194692""","""P.1.13""",59646
"""MZ538610""","""P.1.13""",59682
"""MZ282653""","""P.1.13""",59618
"""MZ213831""","""P.1.13""",59720
"""MZ375636""","""P.1.13""",59292
"""MZ574822""","""P.1.13""",59292
"""MZ160294""","""P.1.13""",59292
"""MZ023856""","""P.1.13""",59722
"""MZ291217""","""P.1.13""",59498
"""MZ011148""","""P.1.13""",59292
"""OK243493""","""P.1.13""",59292
"""MZ187866""","""P.1.13""",59292
"""MZ451703""","""P.1.13""",59592
"""MZ316263""","""P.1.13""",59598
"""MZ036752""","""P.1.13""",59592
"""MZ207437""","""P.1.13""",59538
"""MZ341607""","""P.1.13""",59538
"""MZ068884""","""P.1.13""",59538
"""OL522894""","""P.1.13""",59760
"""MZ102195""","""P.1.13""",59792
"""MZ472405""","""P.1.13""",59626
"""MZ068566""","""P.1.13""",59292
"""MZ378580""","""P.1.13""",59776
"""OL367252""","""P.1.13""",59538
"""MZ368516""","""P.1.13""",59772
"""MZ070158""","""P.1.13""",59592
"""MZ315463""","""P.1.13""",59582
"""MZ083912""","""P.1.13""",59292
"""OM251067""","""P.1.13""",59772
"""MZ386127""","""P.1.13""",59580
"""MZ337588""","""P.1.13""",59634
"""MZ316373""","""P.1.13""",59616
"""OK510893""","""P.1.13""",59636
"""MZ278907""","""P.1.13""",59628
"""MZ160272""","""P.1.13""",59622
"""MZ143008""","""P.1.13""",59594
"""MZ237948""","""P.1.13""",59772
"""MZ290619""","""P.1.13""",59622
"""MZ291321""","""P.1.13""",59568
"""MZ252424""","""P.1.13""",59724
"""MZ241082""","""P.1.13""",59720
"""MZ160387""","""P.1.13""",59292
"""MZ149582""","""P.1.13""",59552
"""MW931485""","""P.1.13""",59550
"""MW908058""","""P.1.13""",59630
"""MZ253601""","""P.1.13""",59342
"""OM486502""","""P.1.13""",59412
"""MW963257""","""P.1.13""",59732
"""MZ195019""","""P.1.13""",59378
"""MZ254603""","""P.1.13""",59716
"""MZ277985""","""P.1.13""",59720
"""MZ068795""","""P.1.13""",59770
"""MZ155263""","""P.1.13""",59658
"""MZ315374""","""P.1.13""",59538
"""OK187585""","""P.1.13""",59538
"""MZ160269""","""P.1.13""",59624
"""MZ536419""","""P.1.13""",59538
"""MZ154588""","""P.1.13""",59778
"""OL367292""","""P.1.13""",59780
"""OK297035""","""P.1.13""",59780
"""MZ149694""","""P.1.13""",59538
"""MZ512936""","""P.1.13""",59720
"""MZ331236""","""P.1.13""",59780
"""MZ237639""","""P.1.13""",59714
"""MZ256642""","""P.1.13""",59768
"""MZ068746""","""P.1.13""",59646
"""MZ237058""","""P.1.13""",59402
"""MZ375911""","""P.1.13""",59402
"""MZ217960""","""P.1.13""",59624
"""MZ077060""","""P.1.13""",59340
"""MZ257015""","""P.1.13""",59594
"""MZ530979""","""P.1.13""",59608
"""MZ434326""","""P.1.13""",59720
"""MZ315693""","""P.1.13""",59444
"""MW908654""","""P.1.13""",59594
"""OL811801""","""P.1.13""",59292
"""MZ315235""","""P.1.13""",59646
"""MW869052""","""P.1.13""",59592
"""MZ228677""","""P.1.13""",59292
"""MZ745125""","""P.1.13""",59292
"""OP123066""","""P.1.13""",59584
"""MZ311476""","""P.1.13""",59584
"""MZ368522""","""P.1.13""",59594
"""MW972386""","""P.1.13""",59584
"""MZ032640""","""P.1.13""",59592
"""OK511607""","""P.1.13""",59596
"""MZ311378""","""P.1.13""",59598
"""OL522522""","""P.1.13""",59602
"""MZ025155""","""P.1.13""",59596
"""MZ179375""","""P.1.13""",59720
"""MZ372019""","""P.1.13""",59586
"""MZ145554""","""P.1.13""",59806
"""MZ237150""","""P.1.13""",59538
"""MZ068546""","""P.1.13""",59592
"""MZ155562""","""P.1.13""",59596
"""MZ256607""","""P.1.13""",59538
"""MZ187557""","""P.1.13""",59586
"""MZ145721""","""P.1.13""",59538
"""OL475530""","""P.1.13""",59594
"""MZ149760""","""P.1.13""",59588
"""MZ416147""","""P.1.13""",59806
"""MZ201984""","""P.1.13""",59586
"""MZ229010""","""P.1.13""",59586
"""MZ207637""","""P.1.13""",59592
"""MZ322047""","""P.1.13""",59806
"""MZ290224""","""P.1.13""",59538
"""MZ213662""","""P.1.13""",59682
"""OL523098""","""P.1.13""",59720
"""MZ149477""","""P.1.13""",59568
"""MZ983988""","""P.1.13""",59292
"""MZ334426""","""P.1.13""",59292
"""MZ340837""","""P.1.13""",59480
"""MZ397211""","""P.1.13""",59688
"""MZ450299""","""P.1.13""",59772
"""MZ149773""","""P.1.13""",59732
"""MZ068790""","""P.1.13""",59720
"""MZ539002""","""P.1.13""",59772
"""MZ101719""","""P.1.13""",59720
"""OM245264""","""P.1.13""",59420
"""MZ331299""","""P.1.13""",59420
"""MZ322080""","""P.1.13""",59582
"""OM253890""","""P.1.13""",59720
"""MZ076697""","""P.1.13""",59770
"""MZ290139""","""P.1.13""",59720
"""MZ280288""","""P.1.13""",59608
"""MZ311196""","""P.1.13""",59598
"""MZ412026""","""P.1.13""",59754
"""MZ472288""","""P.1.13""",59774
"""MZ311247""","""P.1.13""",59720
"""MZ315234""","""P.1.13""",59756
"""MZ212462""","""P.1.13""",59756
"""MZ033052""","""P.1.13""",59720
"""MZ170297""","""P.1.13""",59720
"""MW892674""","""P.1.13""",59780
"""MZ279105""","""P.1.13""",59720
"""MZ311395""","""P.1.13""",59748
"""MZ290250""","""P.1.13""",59538
"""MZ316329""","""P.1.13""",59550
"""MZ032763""","""P.1.13""",59538
"""MZ214370""","""P.1.13""",59538
"""MZ101726""","""P.1.13""",59340
"""MZ294113""","""P.1.13""",59340
"""MZ053814""","""P.1.13""",59340
"""MZ404785""","""P.1.13""",59538
"""MZ180883""","""P.1.13""",59600
"""OK160201""","""P.1.13""",59538
"""MZ368495""","""P.1.13""",59600
"""MZ316155""","""P.1.13""",59780
"""MZ311171""","""P.1.13""",59568
"""MZ578885""","""P.1.13""",59806
"""MZ155033""","""P.1.13""",59292
"""MZ217854""","""P.1.13""",59746
"""MZ311169""","""P.1.13""",59746
"""MZ278856""","""P.1.13""",59746
"""MZ194838""","""P.1.13""",59746
"""OL538826""","""P.1.13""",59746
"""MZ238506""","""P.1.13""",59270
"""MZ487833""","""P.1.13""",59746
"""MZ084472""","""P.1.13""",59746
"""MZ053676""","""P.1.13""",59764
"""MW840412""","""P.1.13""",59794
"""MZ166073""","""P.1.13""",59794
"""MZ271217""","""P.1.13""",59764
"""MZ215013""","""P.1.13""",59780
"""OK322824""","""P.1.13""",59628
"""MZ194635""","""P.1.13""",59746
"""MW987895""","""P.1.13""",59746
"""MZ241061""","""P.1.13""",59620
"""MZ060668""","""P.1.13""",59746
"""MZ317855""","""P.1.13""",59402
"""MZ237590""","""P.1.13""",59598
"""MZ311200""","""P.1.13""",59402
"""OL579960""","""P.1.13""",59606
"""MZ279375""","""P.1.13""",59578
"""OL538378""","""P.1.13""",59292
"""MZ076758""","""P.1.13""",59292
"""MZ432469""","""P.1.13""",59292
"""MZ322056""","""P.1.13""",59292
"""MZ149359""","""P.1.13""",59746
"""MZ149341""","""P.1.13""",59780
"""MZ983989""","""P.1.13""",59746
"""MZ228952""","""P.1.13""",59402
"""MZ035966""","""P.1.13""",59746
"""MZ149424""","""P.1.13""",59570
"""MZ237518""","""P.1.13""",59402
"""OM486704""","""P.1.13""",59682
"""MZ291164""","""P.1.13""",59620
"""MZ060505""","""P.1.13""",59746
"""MZ237231""","""P.1.13""",59780
"""MZ538599""","""P.1.13""",59746
"""OK121654""","""P.1.13""",59638
"""MZ284339""","""P.1.13""",59578
"""MZ879867""","""P.1.13""",59628
"""MZ149763""","""P.1.13""",59622
"""MZ142802""","""P.1.13""",59746
"""MZ360020""","""P.1.13""",59576
"""MZ186069""","""P.1.13""",59746
"""MZ311494""","""P.1.13""",59480
"""MZ237545""","""P.1.13""",58948
"""MZ145820""","""P.1.13""",59540
"""MZ307654""","""P.1.13""",59746
"""MZ360155""","""P.1.13""",59728
"""MZ075595""","""P.1.13""",59746
"""MZ342223""","""P.1.13""",59580
"""MZ371631""","""P.1.13""",59594
"""MZ538741""","""P.1.13""",59722
"""MZ367683""","""P.1.13""",59584
"""MZ213114""","""P.1.13""",59586
"""MZ315580""","""P.1.13""",59594
"""MZ149403""","""P.1.13""",59444
"""MZ143020""","""P.1.13""",59758
"""MZ038448""","""P.1.13""",59588
"""OK192804""","""P.1.13""",59592
"""MZ315253""","""P.1.13""",59592
"""MZ451882""","""P.1.13""",59592
"""MZ322048""","""P.1.13""",59580
"""MZ170205""","""P.1.13""",59758
"""MZ472573""","""P.1.13""",59578
"""MZ378132""","""P.1.13""",59588
"""MZ145418""","""P.1.13""",59592
"""MZ320835""","""P.1.13""",59590
"""MZ579474""","""P.1.13""",59590
"""OL523116""","""P.1.13""",59474
"""MZ194764""","""P.1.13""",59766
"""MZ280113""","""P.1.13""",59716
"""MZ245166""","""P.1.13""",59720
"""MZ102016""","""P.1.13""",59746
"""MZ879314""","""P.1.13""",59582
"""MZ194662""","""P.1.13""",59578
"""MZ072394""","""P.1.13""",59652
"""MZ101014""","""P.1.13""",59746
"""MZ160335""","""P.1.13""",59456
"""MZ101756""","""P.1.13""",59474
"""MZ101758""","""P.1.13""",59292
"""MZ025773""","""P.1.13""",59526
"""MZ207331""","""P.1.13""",59618
"""MZ316523""","""P.1.13""",59682
"""MZ142813""","""P.1.13""",59538
"""OM486635""","""P.1.13""",59638
"""MZ252410""","""P.1.13""",59538
"""MZ032498""","""P.1.13""",59638
"""MZ149386""","""P.1.13""",59620
"""OK249713""","""P.1.13""",59564
"""MZ077539""","""P.1.13""",59674
"""MZ252678""","""P.1.13""",59720
"""MW993405""","""P.1.13""",59402
"""MZ213872""","""P.1.13""",59580
"""OL522856""","""P.1.13""",59588
"""MZ228227""","""P.1.13""",59582
"""OK021785""","""P.1.13""",59592
"""MZ337587""","""P.1.13""",59584
"""OL315193""","""P.1.13""",59588
"""MZ530877""","""P.1.13""",59590
"""MZ185237""","""P.1.13""",59720
"""MZ727866""","""P.1.13""",59570
"""MZ384166""","""P.1.13""",59592
"""MW972427""","""P.1.13""",59592
"""MZ252110""","""P.1.13""",59746
"""MZ392176""","""P.1.13""",59588
"""OL538382""","""P.1.13""",59586
"""MZ149538""","""P.1.13""",59704
"""MZ799117""","""P.1.13""",59532
"""MZ239782""","""P.1.13""",59586
"""OL538288""","""P.1.13""",59600
"""MZ053898""","""P.1.13""",59734
"""MZ085613""","""P.1.13""",59504
"""MZ222426""","""P.1.13""",59748
"""MZ319855""","""P.1.13""",59746
"""OD902985""","""B.1.258""",59540
"""OU077287""","""B.1.258""",59746
"""OU072874""","""B.1.258""",59746
"""OU072776""","""B.1.258""",59746
"""OA997278""","""B.1.258""",59746
"""OD902103""","""B.1.258""",59604
"""OU129476""","""B.1.258""",59616
"""HG996708""","""B.1.258""",59722
"""OB986155""","""B.1.258""",59720
"""OU112884""","""B.1.258""",59756
"""OU281807""","""B.1.258""",59748
"""OD941545""","""B.1.258""",59746
"""OD998440""","""B.1.258""",59764
"""OU073990""","""B.1.258""",59654
"""OU072857""","""B.1.258""",59720
"""OD909907""","""B.1.258""",59756
"""OU071733""","""B.1.258""",59648
"""OU107060""","""B.1.258""",59774
"""OD927014""","""B.1.258""",59584
"""OD997611""","""B.1.258""",59588
"""OU084051""","""B.1.258""",59292
"""OC998153""","""B.1.258""",59580
"""OD999721""","""B.1.258""",59584
"""OA997320""","""B.1.258""",59764
"""FR990387""","""B.1.258""",59580
"""OE995968""","""B.1.258""",59580
"""OA972251""","""B.1.258""",59580
"""OE995608""","""B.1.258""",59580
"""OU074033""","""B.1.258""",59752
"""OM453854""","""B.1.258""",59704
"""OU282059""","""B.1.258""",59756
"""OE999294""","""B.1.258""",59720
"""OU084762""","""B.1.258""",59570
"""OU073008""","""B.1.258""",59720
"""OU632753""","""B.1.258""",59538
"""OD920050""","""B.1.258""",59612
"""OU090158""","""B.1.258""",59638
"""OU084690""","""B.1.258""",59586
"""HG994252""","""B.1.258""",59578
"""OU146358""","""B.1.258""",59746
"""OU125300""","""B.1.258""",59746
"""OU026737""","""B.1.258""",59746
"""OA998027""","""B.1.258""",59746
"""MW639647""","""B.1.258""",59746
"""OD939333""","""B.1.258""",59746
"""OU009389""","""B.1.258""",59746
"""OB997987""","""B.1.258""",59746
"""OA975173""","""B.1.258""",59746
"""OU087279""","""B.1.258""",59746
"""OA974721""","""B.1.258""",59746
"""OU096214""","""B.1.258""",59746
"""OA992820""","""B.1.258""",59746
"""OU095300""","""B.1.258""",59746
"""OU280725""","""B.1.258""",59634
"""OU811000""","""B.1.258""",59292
"""OA991367""","""B.1.258""",59768
"""OU072547""","""B.1.258""",59580
"""OD919964""","""B.1.258""",59578
"""OD997609""","""B.1.258""",59292
"""OD900129""","""B.1.258""",59294
"""OU282006""","""B.1.258""",59294
"""OU073058""","""B.1.258""",59558
"""OU282036""","""B.1.258""",59766
"""OD902614""","""B.1.258""",59578
"""OB997200""","""B.1.258""",59292
"""OU083732""","""B.1.258""",59746
"""OD905592""","""B.1.258""",59746
"""OU082955""","""B.1.258""",59746
"""OU282110""","""B.1.258""",59746
"""OX020191""","""B.1.258""",59746
"""OU026779""","""B.1.258""",59746
"""OU009718""","""B.1.258""",59746
"""OB987017""","""B.1.258""",59746
"""OA973074""","""B.1.258""",59774
"""OU082633""","""B.1.258""",59636
"""OU081056""","""B.1.258""",59562
"""OD908431""","""B.1.258""",59632
"""OU083117""","""B.1.258""",59454
"""OB993425""","""B.1.258""",59292
"""OU079902""","""B.1.258""",59578
"""OU166385""","""B.1.258""",59578
"""OU278527""","""B.1.258""",59746
"""OB985471""","""B.1.258""",59734
"""OD938045""","""B.1.258""",59746
"""OD908167""","""B.1.258""",59772
"""OU008379""","""B.1.258""",59748
"""OA973964""","""B.1.258""",59642
"""OA975179""","""B.1.258""",59294
"""OU174928""","""B.1.258""",59292
"""OD924922""","""B.1.258""",59772
"""OU076918""","""B.1.258""",59608
"""OA974497""","""B.1.258""",59292
"""OU076362""","""B.1.258""",59648
"""OU121380""","""B.1.258""",59746
"""OU804373""","""B.1.258""",59746
"""OU115414""","""B.1.258""",59764
"""OA967807""","""B.1.258""",59746
"""OU080688""","""B.1.258""",59292
"""OU080670""","""B.1.258""",59292
"""OU117834""","""B.1.258""",59722
"""OU040381""","""B.1.258""",59714
"""OA973217""","""B.1.258""",59386
"""HG998931""","""B.1.258""",59748
"""OU081178""","""B.1.258""",59746
"""OD900965""","""B.1.258""",59330
"""FR990452""","""B.1.258""",59548
"""OC997538""","""B.1.258""",59746
"""OU166424""","""B.1.258""",59538
"""OU074872""","""B.1.258""",59676
"""OD997471""","""B.1.258""",59638
"""OU282868""","""B.1.258""",59746
"""OU085533""","""B.1.258""",59746
"""OU093676""","""B.1.258""",59720
"""OB992659""","""B.1.258""",59486
"""OA990706""","""B.1.258""",59646
"""OA972246""","""B.1.258""",59728
"""OU078472""","""B.1.258""",59360
"""OU164782""","""B.1.258""",59720
"""OE995469""","""B.1.258""",59746
"""OU136580""","""B.1.258""",59720
"""OE997110""","""B.1.258""",59588
"""OU100008""","""B.1.258""",59576
"""OB988984""","""B.1.258""",59746
"""OD904056""","""B.1.258""",59746
"""OU051050""","""B.1.258""",59570
"""OA973624""","""B.1.258""",59540
"""OU076389""","""B.1.258""",59720
"""OU076562""","""B.1.258""",59540
"""OU086403""","""B.1.258""",59538
"""HG998672""","""B.1.258""",59552
"""OU575642""","""B.1.258""",59660
"""OU089759""","""B.1.258""",59402
"""OU099792""","""B.1.258""",59340
"""OA994552""","""B.1.258""",59568
"""OU282273""","""B.1.258""",59720
"""OA998102""","""B.1.258""",59292
"""OU282665""","""B.1.258""",59606
"""FR991184""","""B.1.258""",59634
"""OD917015""","""B.1.258""",59592
"""OU282369""","""B.1.258""",59708
"""HG999208""","""B.1.258""",59578
"""OU079612""","""B.1.258""",59638
"""OE999608""","""B.1.258""",59772
"""OU073110""","""B.1.258""",59592
"""OU082412""","""B.1.258""",59720
"""OU200572""","""B.1.258""",59746
"""OD907758""","""B.1.258""",59642
"""OB981774""","""B.1.258""",59720
"""OD999687""","""B.1.258""",59738
"""OU085726""","""B.1.258""",59402
"""OD903564""","""B.1.258""",59638
"""HG997129""","""B.1.258""",59618
"""OD915233""","""B.1.258""",59636
"""OE995230""","""B.1.258""",59610
"""OA990635""","""B.1.258""",59626
"""OB987545""","""B.1.258""",59720
"""OL981008""","""B.1.258""",59622
"""OA993461""","""B.1.258""",59720
"""OU040032""","""B.1.258""",59614
"""OU165359""","""B.1.258""",59628
"""OL701293""","""B.1.258""",59720
"""OU079853""","""B.1.258""",59720
"""OA984550""","""B.1.258""",59704
"""OX000003""","""B.1.258""",59504
"""OU097184""","""B.1.258""",59534
"""OU192984""","""B.1.258""",59756
"""OB983170""","""B.1.258""",59722
"""OU117915""","""B.1.258""",59292
"""OD925858""","""B.1.258""",59604
"""OA998132""","""B.1.258""",59720
"""OU365436""","""B.1.258""",59586
"""OD913679""","""B.1.258""",59746
"""OD906858""","""B.1.258""",59720
"""OU080652""","""B.1.258""",59386
"""OA994217""","""B.1.258""",59746
"""OB997479""","""B.1.258""",59376
"""OB999794""","""B.1.258""",59364
"""OE999272""","""B.1.258""",59740
"""OU072047""","""B.1.258""",59552
"""OU083440""","""B.1.258""",59538
"""OA973045""","""B.1.258""",59746
"""OE996955""","""B.1.258""",59746
"""OA999354""","""B.1.258""",59612
"""OD926101""","""B.1.258""",59574
"""OU076575""","""B.1.258""",59616
"""OA975014""","""B.1.258""",59746
"""OB990662""","""B.1.258""",59764
"""OU118399""","""B.1.258""",59722
"""OD902316""","""B.1.258""",59758
"""OA974922""","""B.1.258""",59764
"""OB996604""","""B.1.258""",59368
"""OD898440""","""B.1.258""",59724
"""OA972727""","""B.1.258""",59720
"""OU164688""","""B.1.258""",59720
"""OA982524""","""B.1.258""",59746
"""OU082882""","""B.1.258""",59746
"""OD919856""","""B.1.258""",59776
"""OA982323""","""B.1.258""",59780
"""OU082989""","""B.1.258""",59544
"""OX019647""","""B.1.258""",59548
"""OB987318""","""B.1.258""",59538
"""OU282271""","""B.1.258""",59538
"""OU282903""","""B.1.258""",59780
"""OU282153""","""B.1.258""",59780
"""OU164785""","""B.1.258""",59538
"""OC999218""","""B.1.258""",59538
"""OD997495""","""B.1.258""",59746
"""OA967934""","""B.1.258""",59548
"""LR992124""","""B.1.258""",59538
"""OU282125""","""B.1.258""",59746
"""OU277690""","""B.1.258""",59538
"""HG998617""","""B.1.258""",59538
"""OU095402""","""B.1.258""",59372
"""OD997581""","""B.1.258""",59636
"""OU079953""","""B.1.258""",59746
"""OD899875""","""B.1.258""",59746
"""OU174722""","""B.1.258""",59746
"""OU079156""","""B.1.258""",59746
"""OU072788""","""B.1.258""",59746
"""OU096881""","""B.1.258""",59746
"""OU282316""","""B.1.258""",59746
"""OU078393""","""B.1.258""",59746
"""OA975517""","""B.1.258""",59746
"""OB982966""","""B.1.258""",59746
"""OU282052""","""B.1.258""",59746
"""OA974125""","""B.1.258""",59746
"""OD899232""","""B.1.258""",59746
"""OB991679""","""B.1.258""",59746
"""OU072781""","""B.1.258""",59746
"""OU093959""","""B.1.258""",59746
"""OD913591""","""B.1.258""",59746
"""FR990744""","""B.1.258""",59718
"""OA993976""","""B.1.258""",59746
"""OU083351""","""B.1.258""",59746
"""OU087205""","""B.1.258""",59746
"""OU281762""","""B.1.258""",59746
"""OM463492""","""B.1.258""",59746
"""OA994925""","""B.1.258""",59746
"""OU281811""","""B.1.258""",59746
"""OA973204""","""B.1.258""",59746
"""OU077105""","""B.1.258""",59746
"""OU078521""","""B.1.258""",59746
"""OA990291""","""B.1.258""",59746
"""OD913563""","""B.1.258""",59746
"""OX020107""","""B.1.258""",59746
"""OD910219""","""B.1.258""",59746
"""OB992300""","""B.1.258""",59746
"""OU091069""","""B.1.258""",59724
"""OD997681""","""B.1.258""",59746
"""OB987642""","""B.1.258""",59746
"""OE996678""","""B.1.258""",59748
"""OE996612""","""B.1.258""",59748
"""HG998636""","""B.1.258""",59746
"""OC997822""","""B.1.258""",59746
"""OU076606""","""B.1.258""",59746
"""HG994291""","""B.1.258""",59746
"""OM453836""","""B.1.258""",59746
"""OU165690""","""B.1.258""",59746
"""OB989137""","""B.1.258""",59746
"""OU087311""","""B.1.258""",59746
"""OA992856""","""B.1.258""",59746
"""OD914445""","""B.1.258""",59746
"""HG998955""","""B.1.258""",59270
"""ON302719""","""B.1.258""",59746
"""OA973871""","""B.1.258""",59746
"""OA974342""","""B.1.258""",59746
"""OA974266""","""B.1.258""",59746
"""OU097963""","""B.1.258""",59764
"""OU095373""","""B.1.258""",59764
"""OA969097""","""B.1.258""",59740
"""OU072736""","""B.1.258""",59746
"""OU282500""","""B.1.258""",59746
"""HG999108""","""B.1.258""",59734
"""OU575560""","""B.1.258""",59746
"""OU122826""","""B.1.258""",59742
"""OU365739""","""B.1.258""",59746
"""OU007444""","""B.1.258""",59746
"""OU093110""","""B.1.258""",59746
"""OD905510""","""B.1.258""",59780
"""OD997604""","""B.1.258""",59746
"""OU083224""","""B.1.258""",59746
"""OD908218""","""B.1.258""",59746
"""OU167336""","""B.1.258""",59746
"""OU281135""","""B.1.258""",59746
"""OB997258""","""B.1.258""",59746
"""OU086973""","""B.1.258""",59780
"""OA990891""","""B.1.258""",59780
"""MZ047087""","""B.1.258""",59780
"""HG998392""","""B.1.258""",59780
"""OU171129""","""B.1.258""",59780
"""OB990408""","""B.1.258""",59780
"""OD939268""","""B.1.258""",59768
"""OA992516""","""B.1.258""",59270
"""FR993505""","""B.1.258""",59746
"""OA973939""","""B.1.258""",59746
"""OB986635""","""B.1.258""",59746
"""OU009664""","""B.1.258""",59746
"""OU073106""","""B.1.258""",59746
"""OB992904""","""B.1.258""",59746
"""OU078835""","""B.1.258""",59746
"""OB988713""","""B.1.258""",59746
"""OD917269""","""B.1.258""",59728
"""OE997414""","""B.1.258""",59746
"""OD985851""","""B.1.258""",59728
"""OU097916""","""B.1.258""",59780
"""OB984614""","""B.1.258""",59780
"""OU009982""","""B.1.258""",59780
"""HG999268""","""B.1.258""",59746
"""OB983422""","""B.1.258""",59746
"""OU418132""","""B.1.258""",59746
"""OD960558""","""B.1.258""",59746
"""OD990542""","""B.1.258""",59746
"""OA995685""","""B.1.258""",59746
"""OU096462""","""B.1.258""",59734
"""OD898740""","""B.1.258""",59746
"""OU110302""","""B.1.258""",59746
"""OU164477""","""B.1.258""",59742
"""OU271323""","""B.1.258""",59746
"""OU074015""","""B.1.258""",59746
"""OU083187""","""B.1.258""",59746
"""OU106993""","""B.1.258""",59740
"""OU080974""","""B.1.258""",59746
"""OB982450""","""B.1.258""",59748
"""OU188637""","""B.1.258""",59746
"""OA989586""","""B.1.258""",59746
"""OA982089""","""B.1.258""",59746
"""OU078406""","""B.1.258""",59746
"""OU118558""","""B.1.258""",59746
"""OC999738""","""B.1.258""",59728
"""OB982366""","""B.1.258""",59740
"""OU081218""","""B.1.258""",59700
"""OD906407""","""B.1.258""",59746
"""OU096761""","""B.1.258""",59746
"""OE995238""","""B.1.258""",59746
"""ON275101""","""B.1.258""",59740
"""MW943773""","""B.1.258""",59718
